Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
HYUNDAI,Tucson,2.5L Inline-4,2500.0,187.0,180.0,6.1,30500.0,hybrid,5.0,400.0
HYUNDAI,Palisade,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,petrol,7.0,355.0
HYUNDAI,Sonata,2.5L Inline-4,2500.0,191.0,240.0,8.0,25000.0,hybrid,5.0,250.0
HYUNDAI,Accent,1.6L Inline-4,1600.0,120.0,180.0,9.8,15000.0,petrol,5.0,151.0
HYUNDAI,Venue,1.6L Inline-4,1600.0,121.0,180.0,9.5,18000.0,petrol,5.0,240.0
HYUNDAI,KONA Electric,Electric Motor,39.2,200.0,200.0,6.1,40000.0,electric,5.0,395.0
HYUNDAI,Veloster,2.0L Inline-4,2000.0,275.0,220.0,6.0,25000.0,petrol,4.0,264.0
HYUNDAI,NEXO,Electric Motor,1.56,161.0,180.0,7.8,38000.0,hydrogen,5.0,400.0
HYUNDAI,Ioniq,1.6L Inline-4,1600.0,139.0,160.0,8.5,18000.0,hybrid,5.0,295.0
HYUNDAI,Genesis,3.8L V6,3800.0,291.0,240.0,6.3,52000.0,petrol,5.0,400.0
HYUNDAI,Azera,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,petrol,5.0,250.0
HYUNDAI,Equus,3.3L V6,3300.0,278.0,240.0,6.5,55000.0,petrol,5.0,400.0
HYUNDAI,Tiburon,2.0L Inline-4,2000.0,160.0,200.0,8.2,19000.0,petrol,4.0,320.0
HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,2000.0,160.0,200.0,8.3,22000.0,petrol,5.0,320.0
VOLKSWAGEN,Up!,Electric,32.3,82.0,160.0,13.0,15000.0,petrol,4.0,95.0
VOLKSWAGEN,ID.3,Electric,5877.0,204.0,160.0,7.3,35000.0,electric,5.0,310.0
VOLKSWAGEN,ID. Buzz,Electric,77.0,204.0,145.0,10.2,59995.0,electric,7.0,310.0
VOLKSWAGEN,Golf GTI,2.0L Turbo I4,1984.0,245.0,250.0,5.9,31965.0,petrol,5.0,350.0
VOLKSWAGEN,Golf R,2.0L Turbo I4,1984.0,315.0,250.0,4.6,44640.0,petrol,5.0,420.0
VOLKSWAGEN,Polo GTI,2.0L Turbo I4,1984.0,204.0,238.0,6.7,28000.0,petrol,5.0,320.0
VOLKSWAGEN,Up! GTI,1.0L Turbo I3,999.0,115.0,196.0,8.8,20000.0,petrol,4.0,200.0
VOLKSWAGEN,ID. Buzz Cargo,Electric,77.0,204.0,145.0,10.2,55000.0,electric,3.0,310.0
VOLKSWAGEN,Touareg R,Plug-in Hybrid V6,2995.0,462.0,250.0,5.1,70000.0,hybrid,5.0,700.0
VOLKSWAGEN,Scirocco R,2.0L Turbo I4,1984.0,280.0,250.0,5.5,40000.0,petrol,4.0,350.0
VOLKSWAGEN,ID.4 GTX,Electric AWD,77.0,299.0,180.0,6.2,50000.0,electric,5.0,460.0
VOLKSWAGEN,ID.3 Pro,Electric,58.0,204.0,160.0,7.3,35000.0,electric,5.0,310.0
VOLKSWAGEN,Corrado,2.9L VR6,2861.0,190.0,235.0,6.4,25000.0,petrol,4.0,245.0
VOLKSWAGEN,Santana,1.5L I4 Gas,1498.0,110.0,190.0,12.9,15000.0,petrol,5.0,145.0
VOLKSWAGEN,Golf Electric,Electric,35.8,136.0,140.0,10.4,33000.0,electric,5.0,290.0
VOLKSWAGEN,Taos,1.5L I4 Turbo,1498.0,158.0,193.0,8.4,24000.0,petrol,5.0,250.0
VOLKSWAGEN,ID.2,Electric,50.0,170.0,160.0,8.0,25000.0,electric,5.0,220.0
VOLKSWAGEN,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395.0,204.0,222.0,7.6,40000.0,hybrid,5.0,350.0
VOLKSWAGEN,Touareg V8,4.0L V8 Turbo Diesel,3956.0,421.0,250.0,4.9,70000.0,petrol,5.0,770.0
VOLKSWAGEN,Beetle Dune,1.4L I4 Turbo,1395.0,150.0,200.0,7.5,30000.0,petrol,4.0,250.0
VOLKSWAGEN,ID.4 Pro S,Electric,77.0,201.0,180.0,7.8,45000.0,electric,5.0,310.0
VOLKSWAGEN,Golf Country,1.8L I4 Gas,1781.0,98.0,165.0,12.0,25000.0,petrol,5.0,170.0
VOLKSWAGEN,Jetta GLI,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,petrol,5.0,350.0
VOLKSWAGEN,Golf R32,3.2L VR6,3189.0,240.0,250.0,6.2,40000.0,petrol,5.0,320.0
VOLKSWAGEN,Scirocco 16V,1.8L I4 Gas,1781.0,137.0,220.0,7.1,35000.0,petrol,4.0,230.0
VOLKSWAGEN,Golf Variant GTD,2.0L Diesel I4,1968.0,184.0,230.0,7.5,38000.0,diesel,5.0,380.0
VOLKSWAGEN,Polo GTI R5,1.6L Turbocharged Rally Engine,1598.0,272.0,200.0,4.1,45000.0,petrol,5.0,400.0
VOLKSWAGEN,ID. Buzz Pro,Electric,77.0,204.0,145.0,10.2,60000.0,electric,7.0,310.0
VOLKSWAGEN,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.6,28000.0,hybrid,5.0,250.0
VOLKSWAGEN,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800.0,68.0,160.0,11.9,150000.0,hybrid,2.0,140.0
VOLKSWAGEN,Polo GTI Clubsport,2.0L I4 Turbo,1984.0,300.0,240.0,6.7,30000.0,petrol,5.0,320.0
VOLKSWAGEN,ID.3 GTX,Electric,77.0,299.0,180.0,6.2,45000.0,electric,5.0,310.0
VOLKSWAGEN,Golf TGI,1.5L I4 CNG,1498.0,130.0,220.0,8.8,30000.0,petrol,5.0,200.0
VOLKSWAGEN,Scirocco GTS,2.0L I4 Turbo,1984.0,220.0,246.0,6.5,35000.0,petrol,4.0,350.0
VOLKSWAGEN,Volkswagen Lupo 3L,1.2L Diesel I3,1199.0,61.0,165.0,14.5,20000.0,diesel,4.0,140.0
VOLKSWAGEN,Polo Beats,1.0L I3 Turbo,999.0,95.0,187.0,9.5,22000.0,petrol,5.0,175.0
VOLKSWAGEN,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,215.0,210.0,7.4,32000.0,hybrid,5.0,330.0
VOLKSWAGEN,Golf TCR,2.0L I4 Turbo,1984.0,290.0,250.0,5.6,40000.0,petrol,5.0,370.0
VOLKSWAGEN,ID. Buzz Cargo Pro,Electric,77.0,204.0,145.0,10.2,55000.0,electric,2.0,310.0
VOLKSWAGEN,Arteon 280 TSI,2.0L I4 Turbo,1984.0,280.0,250.0,5.6,50000.0,petrol,5.0,350.0
VOLKSWAGEN,Jetta GLI 35th,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,petrol,5.0,350.0
VOLKSWAGEN,Beetle Final Edition,2.0L I4 Turbo,1984.0,174.0,205.0,7.0,25000.0,petrol,4.0,250.0
VOLKSWAGEN,Polo GTI Plus,2.0L I4 Turbo,1984.0,207.0,237.0,6.7,30000.0,petrol,5.0,320.0
VOLKSWAGEN,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395.0,245.0,200.0,7.5,42000.0,hybrid,5.0,400.0
VOLKSWAGEN,Up! e-up!,Electric,32.3,83.0,130.0,11.9,23000.0,electric,4.0,210.0
VOLKSWAGEN,Golf R Cabriolet,2.0L I4 Turbo,1984.0,265.0,250.0,5.9,45000.0,petrol,4.0,380.0
VOLKSWAGEN,Passat Alltrack TDI,2.0L Diesel I4,1968.0,190.0,220.0,8.0,40000.0,diesel,5.0,400.0
VOLKSWAGEN,ID. Buzz Cargo EV,Electric,77.0,204.0,145.0,10.2,55000.0,electric,2.0,310.0
NISSAN,Versa,1.6L Inline-4,1598.0,122.0,180.0,10.4,16700.0,petrol,5.0,154.0
NISSAN,Micra,1.0L Turbocharged Inline-3,999.0,100.0,175.0,10.8,15500.0,petrol,5.0,160.0
NISSAN,Patrol Platinum,5.6L V8,5552.0,400.0,210.0,7.3,77000.0,petrol,7.0,560.0
NISSAN,Qashqai,1.3L Turbocharged Inline-4,1332.0,156.0,195.0,8.9,26000.0,petrol,5.0,260.0
NISSAN,Murano,3.5L V6,3498.0,260.0,210.0,7.5,39000.0,petrol,5.0,325.0
NISSAN,Maxima Platinum,3.5L V6,3498.0,300.0,220.0,6.2,45000.0,petrol,5.0,353.0
NISSAN,Armada,5.6L V8,5552.0,400.0,210.0,6.5,51000.0,petrol,8.0,560.0
NISSAN,Kicks,1.6L Inline-4,1598.0,122.0,180.0,10.7,20000.0,petrol,5.0,154.0
NISSAN,X-Trail,1.5L Turbocharged Inline-3,1498.0,201.0,200.0,8.0,29000.0,hybrid,5.0,305.0
NISSAN,Z (Fairlady Z),3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.5,40000.0,petrol,2.0,475.0
NISSAN,Almera,1.0L Turbocharged Inline-3,999.0,100.0,185.0,10.7,14500.0,petrol,5.0,160.0
NISSAN,Sylphy,1.8L Inline-4,1798.0,137.0,190.0,9.6,18000.0,petrol,5.0,174.0
NISSAN,Note,1.2L Inline-3 Hybrid,1198.0,109.0,170.0,11.5,16000.0,hybrid,5.0,150.0
NISSAN,Sunny,1.6L Inline-4,1598.0,118.0,180.0,11.0,15000.0,petrol,5.0,156.0
NISSAN,Cube,1.8L Inline-4,1798.0,122.0,175.0,10.6,14500.0,petrol,5.0,171.0
NISSAN,Juke,1.0L Turbocharged Inline-3,999.0,117.0,180.0,10.4,25000.0,petrol,5.0,180.0
NISSAN,Terrano,1.5L Inline-4 Diesel,1461.0,110.0,168.0,13.5,15500.0,diesel,5.0,248.0
NISSAN,Magnite,1.0L Turbocharged Inline-3,999.0,100.0,160.0,13.0,12000.0,petrol,5.0,160.0
NISSAN,Xterra,4.0L V6,3954.0,261.0,200.0,7.8,35000.0,petrol,7.0,381.0
NISSAN,Patrol,5.6L V8,5552.0,400.0,210.0,7.3,77000.0,petrol,7.0,560.0
NISSAN,GT-R NISMO,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.9,220000.0,petrol,2.0,652.0
NISSAN,370Z Roadster,3.7L V6,3696.0,332.0,250.0,5.5,41820.0,petrol,2.0,366.0
NISSAN,Ariya ,Dual Electric Motors,87.0,389.0,200.0,5.1,58950.0,electric,5.0,600.0
NISSAN,Patrol Royale,5.6L V8,5552.0,400.0,210.0,6.6,85000.0,petrol,7.0,560.0
NISSAN,Infiniti QX80*,5.6L V8,5552.0,400.0,210.0,6.5,70600.0,petrol,7.0,560.0
NISSAN,Tiida,1.6L Inline-4,1598.0,126.0,190.0,10.1,14500.0,petrol,5.0,154.0
NISSAN,Pulsar,1.2L Turbocharged Inline-4,1197.0,115.0,190.0,10.7,19000.0,petrol,5.0,190.0
NISSAN,Latio,1.5L Inline-4,1498.0,102.0,175.0,11.5,13000.0,petrol,5.0,139.0
NISSAN,Bluebird Sylphy,2.0L Inline-4,1997.0,133.0,185.0,10.5,18500.0,petrol,5.0,191.0
NISSAN,March,1.2L Inline-3,1198.0,79.0,170.0,13.7,12000.0,petrol,5.0,106.0
NISSAN,Rogue Sport,2.0L Inline-4,1997.0,141.0,190.0,9.8,24960.0,petrol,5.0,199.0
NISSAN,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997.0,179.0,180.0,9.4,28500.0,hybrid,5.0,207.0
NISSAN,Pathfinder Rock Creek,3.5L V6,3498.0,284.0,190.0,7.4,42820.0,petrol,7.0,351.0
NISSAN,Armada Platinum,5.6L V8,5552.0,400.0,210.0,6.5,65300.0,petrol,8.0,560.0
NISSAN,Terrano XL,1.6L Inline-4,1598.0,104.0,165.0,12.5,14000.0,petrol,5.0,145.0
NISSAN,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799.0,720.0,315.0,2.5,1100000.0,petrol,2.0,780.0
NISSAN,370Z NISMO,3.7L V6,3696.0,350.0,250.0,5.2,45790.0,petrol,2.0,374.0
NISSAN,Ariya E-4ORCE,Dual Electric Motors,87.0,389.0,200.0,5.1,60000.0,electric,5.0,600.0
NISSAN,Patrol NISMO,5.6L V8,5552.0,428.0,210.0,6.5,105000.0,petrol,7.0,560.0
NISSAN,Infiniti Q60*,3.0L V6 Twin-Turbo,2997.0,300.0,250.0,5.0,41750.0,petrol,4.0,400.0
NISSAN,Primera,2.0L Inline-4,1998.0,140.0,200.0,9.6,20000.0,petrol,5.0,190.0
NISSAN,Skyline,3.0L V6 Twin-Turbo,2997.0,400.0,250.0,5.0,50000.0,petrol,5.0,475.0
NISSAN,Cedric,2.0L Inline-6,1998.0,150.0,190.0,10.5,22000.0,petrol,5.0,190.0
NISSAN,Gloria,2.5L V6,2498.0,210.0,210.0,8.6,30000.0,petrol,5.0,250.0
NISSAN,Stanza,1.8L Inline-4,1796.0,120.0,175.0,11.0,18500.0,petrol,5.0,170.0
NISSAN,Patrol Super Safari,4.8L Inline-6,4750.0,280.0,190.0,8.2,55000.0,petrol,7.0,451.0
NISSAN,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488.0,250.0,190.0,7.7,42500.0,hybrid,7.0,329.0
NISSAN,X-Terra Pro-4X,2.5L Inline-4,2498.0,190.0,175.0,10.8,40000.0,petrol,7.0,240.0
NISSAN,Rogue Platinum,1.5L Turbo Inline-3,1497.0,201.0,180.0,8.2,38000.0,petrol,5.0,300.0
NISSAN,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332.0,158.0,190.0,9.2,36000.0,hybrid,5.0,270.0
NISSAN,GT-R V-Spec,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.8,175000.0,petrol,2.0,652.0
NISSAN,Skyline NISMO,3.0L Twin-Turbo V6,2997.0,420.0,270.0,4.7,55000.0,petrol,5.0,475.0
NISSAN,Ariya Lounge Edition,Dual Electric Motors,87.0,389.0,200.0,5.1,63000.0,electric,5.0,600.0
NISSAN,Patrol Titanium,5.6L V8,5552.0,428.0,210.0,6.5,98000.0,petrol,7.0,560.0
NISSAN,Infiniti FX50*,5.0L V8,5026.0,390.0,250.0,5.6,61750.0,petrol,5.0,500.0
NISSAN,Avenir,2.0L Inline-4,1998.0,140.0,180.0,9.8,20000.0,petrol,5.0,186.0
NISSAN,Wingroad,1.8L Inline-4,1798.0,125.0,175.0,10.8,18000.0,petrol,5.0,168.0
NISSAN,Presea,1.8L Inline-4,1838.0,115.0,170.0,11.5,17500.0,petrol,5.0,161.0
NISSAN,Leopard,3.0L V6,2960.0,210.0,200.0,8.4,32000.0,petrol,5.0,265.0
NISSAN,Sunny NISMO Edition,1.6L Turbo Inline-4,1598.0,190.0,200.0,7.5,24000.0,petrol,5.0,240.0
NISSAN,Paladin,2.4L Inline-4,2438.0,150.0,180.0,10.6,20000.0,petrol,5.0,217.0
NISSAN,Hardbody SUV,2.5L Inline-4,2498.0,158.0,175.0,11.0,18500.0,petrol,5.0,225.0
NISSAN,Patrol Desert Edition,5.6L V8,5552.0,428.0,210.0,6.5,95000.0,petrol,7.0,560.0
NISSAN,Pathfinder Armada,5.6L V8,5552.0,400.0,200.0,6.5,60000.0,petrol,7.0,560.0
NISSAN,Rogue Midnight Edition,1.5L Turbo Inline-3,1497.0,201.0,180.0,8.2,39000.0,petrol,5.0,300.0
NISSAN,GT-R Black Edition,3.8L Twin-Turbo V6,3799.0,600.0,330.0,2.8,185000.0,petrol,2.0,652.0
