name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
mahindra bolero 2011-2019 zlx,2015,540000,110000,diesel,individual,manual,second owner,15.96,2523.0
renault pulse rxz,2012,265000,67000,diesel,individual,manual,second owner,23.08,1461.0
maruti swift dzire zdi,2014,600000,50000,diesel,individual,manual,first owner,23.4,1248.0
hyundai verna 1.6 crdi,2012,409999,100000,diesel,individual,manual,second owner,22.32,1582.0
toyota etios gd,2015,525000,80000,diesel,individual,manual,second owner,23.59,1364.0
ford figo diesel exi option,2011,150000,50000,diesel,individual,manual,first owner,18.5,1399.0
maruti esteem lxi - bsiii,2007,55000,70000,petrol,individual,manual,third owner,15.9,1298.0
maruti omni 5 seater bsiv,2011,130000,70000,petrol,individual,manual,second owner,14.0,796.0
maruti vitara brezza zdi plus dual tone,2017,925000,50000,diesel,individual,manual,first owner,24.3,1248.0
renault lodgy 85ps rxe 7 seater,2017,690000,65000,diesel,individual,manual,second owner,21.04,1461.0
maruti ertiga vdi,2012,560000,200000,diesel,individual,manual,second owner,20.77,1248.0
maruti ciaz zeta diesel,2018,950000,7500,diesel,individual,manual,first owner,28.09,1248.0
renault lodgy 85ps rxe 7 seater,2017,695000,65000,diesel,individual,manual,second owner,21.04,1461.0
maruti swift vxi,2013,450000,35000,petrol,individual,manual,second owner,18.6,1197.0
bmw 5 series 530d,2013,2000000,60000,diesel,individual,automatic,first owner,16.2,2993.0
maruti swift vxi bsiv,2009,229999,71000,petrol,individual,manual,first owner,16.1,1197.0
maruti alto k10 lxi,2017,300000,30000,petrol,individual,manual,first owner,23.95,998.0
maruti alto lxi,2012,200000,50000,petrol,individual,manual,second owner,19.7,796.0
mercedes-benz new c-class c 220 cdi elegance at,2008,725000,80000,diesel,individual,automatic,second owner,14.84,2143.0
nissan micra xv,2011,235000,90000,petrol,individual,manual,second owner,18.06,1198.0
hyundai i20 2015-2017 sportz 1.2,2017,666000,13000,petrol,individual,manual,first owner,18.6,1197.0
maruti 800 ac,2000,65000,100000,petrol,individual,manual,third owner,16.1,796.0
hyundai santro xing xg,2004,85000,80000,petrol,individual,manual,third owner,19.462816502829906,1430.789693178433
honda wr-v i-dtec vx,2018,834000,30000,diesel,individual,manual,first owner,25.5,1498.0
mahindra bolero 2011-2019 slx,2012,430000,120000,diesel,individual,manual,first owner,15.96,2523.0
maruti swift vdi bsiii,2010,360000,120000,diesel,individual,manual,second owner,17.8,1248.0
hyundai eon era plus,2014,240000,70000,petrol,individual,manual,first owner,21.1,814.0
maruti swift vdi deca,2016,210000,210000,diesel,individual,manual,first owner,25.2,1248.0
tata indigo ecs le tdi bsiii,2010,135000,148000,diesel,individual,manual,second owner,19.09,1396.0
mahindra tuv 300 t6 plus,2017,700000,54188,diesel,individual,manual,first owner,18.49,1493.0
mahindra tuv 300 t6 plus,2017,750000,60000,diesel,individual,manual,first owner,18.49,1493.0
skoda rapid 1.6 tdi elegance,2012,425000,90000,diesel,individual,manual,first owner,20.5,1598.0
chevrolet beat lt,2011,150000,100000,petrol,individual,manual,third owner,18.6,1199.0
hyundai eon d lite plus,2014,215000,40000,petrol,individual,manual,first owner,21.1,814.0
datsun go t bsiv,2014,225000,35000,petrol,individual,manual,first owner,20.63,1198.0
renault kwid climber 1.0 mt,2017,330000,20000,petrol,individual,manual,first owner,23.01,999.0
maruti omni lpg cargo bsiii w immobiliser,2007,54000,144000,lpg,individual,manual,second owner,10.9,796.0
hyundai grand i10 at sportz,2014,374000,54043,petrol,dealer,automatic,first owner,18.9,1197.0
hyundai verna 1.6 sx crdi (o) at,2012,549000,66657,diesel,dealer,automatic,first owner,22.32,1582.0
tata indigo cs ls (tdi) bs-iii,2016,390000,42000,diesel,individual,manual,second owner,19.09,1405.0
hyundai i20 asta optional with sunroof 1.2,2013,455999,35582,petrol,dealer,manual,first owner,18.5,1197.0
volkswagen polo gt tsi,2013,453000,54327,petrol,dealer,automatic,second owner,17.2,1197.0
volkswagen ameo 1.2 mpi highline,2016,579000,7949,petrol,dealer,manual,first owner,17.0,1198.0
hyundai i10 sportz 1.2 at,2010,258000,59734,petrol,dealer,automatic,first owner,16.95,1197.0
honda city s,2012,428000,49185,petrol,dealer,manual,first owner,16.8,1497.0
hyundai i10 magna,2011,262000,56389,petrol,dealer,manual,first owner,20.36,1197.0
volkswagen polo petrol highline 1.2l,2013,389000,58245,petrol,dealer,manual,first owner,16.47,1198.0
nissan micra xl optional,2015,346000,36422,petrol,dealer,manual,first owner,18.44,1198.0
honda jazz basic,2011,339000,42535,petrol,dealer,manual,first owner,16.7,1198.0
hyundai i10 sportz at,2011,272000,40736,petrol,dealer,automatic,first owner,16.95,1197.0
maruti swift vxi,2012,369000,56246,petrol,dealer,manual,first owner,18.6,1197.0
maruti swift lxi,2011,277000,55403,petrol,dealer,manual,first owner,18.6,1197.0
tata tigor 1.2 revotron xz,2018,535000,30000,petrol,individual,manual,first owner,20.3,1199.0
maruti alto k10 vxi,2015,265000,67000,petrol,individual,manual,first owner,23.95,998.0
hyundai verna 1.6 vtvt,2013,400000,70000,petrol,individual,manual,first owner,17.01,1591.0
hyundai grand i10 crdi asta,2014,459999,90000,diesel,individual,manual,second owner,24.0,1120.0
hyundai elite i20 petrol sportz,2019,667000,7500,petrol,individual,manual,first owner,18.6,1197.0
tata new safari dicor 2.2 ex 4x2,2011,300000,80000,diesel,individual,manual,second owner,11.57,2179.0
tata indigo cr4,2012,229999,186000,diesel,individual,manual,first owner,23.57,1396.0
tata indica v2 els,2016,200000,110000,diesel,individual,manual,second owner,25.0,1396.0
ford fiesta 1.4 tdci exi,2005,150000,120000,diesel,individual,manual,third owner,17.8,1399.0
ford fiesta classic 1.4 duratorq clxi,2012,280000,105358,diesel,individual,manual,third owner,17.8,1399.0
hyundai i20 sportz option 1.2,2014,590000,70000,petrol,individual,manual,second owner,18.6,1197.0
hyundai i10 era,2010,142000,49200,petrol,individual,manual,second owner,19.81,1086.0
honda city i-vtec vx,2017,850000,40000,petrol,individual,manual,first owner,17.4,1497.0
honda mobilio v i dtec,2014,600000,40000,diesel,individual,manual,second owner,24.2,1498.0
mahindra tuv 300 t8,2017,700000,40000,diesel,individual,manual,first owner,18.49,1493.0
chevrolet beat ls,2013,200000,70000,petrol,individual,manual,first owner,18.6,1199.0
hyundai creta 1.6 crdi sx,2016,900000,110000,diesel,individual,manual,first owner,19.67,1582.0
maruti alto k10 vxi,2014,220000,100000,petrol,individual,manual,first owner,23.95,998.0
hyundai grand i10 1.2 kappa sportz at,2018,650000,10000,petrol,individual,automatic,second owner,18.9,1197.0
toyota fortuner 2.8 4wd at bsiv,2017,3100000,70000,diesel,individual,automatic,first owner,15.04,2755.0
toyota innova crysta 2.4 vx mt 8s bsiv,2016,1500000,100600,diesel,individual,manual,second owner,13.68,2393.0
bmw x3 xdrive20d,2012,1800000,50000,diesel,individual,automatic,first owner,16.09,1995.0
mahindra xuv500 w8 4wd,2014,800000,136000,diesel,individual,manual,first owner,15.1,2179.0
mercedes-benz gla class 200 cdi sport,2017,2100000,48000,diesel,individual,automatic,second owner,17.9,2143.0
ford fiesta 1.4 zxi tdci le,2010,250000,110000,diesel,individual,manual,third owner,17.8,1399.0
renault duster 110ps diesel rxz,2012,550000,86000,diesel,individual,manual,first owner,19.01,1461.0
maruti alto lxi,2009,125000,141000,petrol,individual,manual,second owner,19.7,796.0
honda city 1.5 s mt,2011,450000,80000,petrol,individual,manual,third owner,17.0,1497.0
mahindra xuv500 w10 2wd,2015,850000,140000,diesel,individual,manual,first owner,16.0,2179.0
maruti swift dzire zdi,2014,459999,65000,diesel,individual,manual,second owner,23.4,1248.0
maruti swift dzire vdi,2014,434999,110000,diesel,individual,manual,second owner,23.4,1248.0
tata indigo lx,2008,120000,100000,diesel,individual,manual,second owner,17.0,1405.0
maruti swift vdi optional,2015,600000,80000,diesel,individual,manual,first owner,25.2,1248.0
maruti wagon r vxi bs iv,2008,135000,90000,petrol,individual,manual,second owner,18.9,998.0
hyundai i20 2015-2017 asta option 1.4 crdi,2016,780000,35000,diesel,individual,manual,first owner,22.54,1396.0
maruti alto lxi bsiii,2008,100000,195000,petrol,individual,manual,second owner,19.7,796.0
hyundai i20 2015-2017 sportz 1.4 crdi,2017,650000,60000,diesel,individual,manual,first owner,22.54,1396.0
maruti 800 ac,2004,50000,50000,petrol,individual,manual,first owner,16.1,796.0
hyundai verna 1.6 vgt crdi,2012,425000,100000,diesel,individual,manual,second owner,22.32,1582.0
fiat linea 1.3 multijet emotion,2015,500000,70000,diesel,individual,manual,first owner,20.4,1248.0
maruti swift vdi bsiv,2017,590000,30000,diesel,individual,manual,first owner,25.2,1248.0
maruti celerio zxi,2016,459999,27000,petrol,individual,manual,first owner,23.1,998.0
maruti swift zxi plus,2020,578000,5000,petrol,individual,manual,first owner,21.21,1197.0
maruti ertiga vdi,2012,550000,110000,diesel,individual,manual,second owner,20.77,1248.0
honda city corporate edition,2013,465000,80000,petrol,individual,manual,second owner,16.8,1497.0
mahindra bolero power plus zlx,2018,890000,80000,diesel,individual,manual,first owner,16.5,1493.0
mahindra verito 1.5 d6 bsiii,2014,250000,110000,diesel,individual,manual,first owner,20.8,1461.0
maruti swift dzire vdi,2015,615000,60000,diesel,individual,manual,first owner,26.59,1248.0
maruti ertiga zdi,2014,684000,60000,diesel,individual,manual,second owner,20.77,1248.0
maruti ertiga zdi,2014,680000,64000,diesel,individual,manual,second owner,20.77,1248.0
renault duster 85ps diesel rxe,2014,500000,120000,diesel,individual,manual,first owner,20.45,1461.0
renault duster 85ps diesel rxe,2014,520000,120000,diesel,individual,manual,first owner,20.45,1461.0
toyota etios gd sp,2012,390000,140000,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
toyota etios gd sp,2012,434999,135000,diesel,individual,manual,third owner,19.462816502829906,1430.789693178433
maruti swift vdi bsiv,2010,350000,166000,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
ford freestyle trend diesel bsiv,2018,675000,60000,diesel,individual,manual,first owner,24.4,1498.0
mercedes-benz new c-class c 220 cdi be avantgare,2011,1350000,81500,diesel,individual,automatic,second owner,14.84,2143.0
mercedes-benz new c-class 250 cdi classic,2011,1350000,80000,diesel,individual,automatic,first owner,15.8,2148.0
mahindra xuv300 w8 option diesel bsiv,2019,1200000,15000,diesel,individual,manual,first owner,20.0,1497.0
maruti swift dzire vdi bsiv,2011,265000,60000,diesel,individual,manual,first owner,19.3,1248.0
volkswagen polo 1.2 mpi comfortline,2016,395000,40000,petrol,individual,manual,second owner,16.2,1199.0
volkswagen polo 1.2 mpi comfortline,2016,385000,40000,petrol,individual,manual,second owner,16.2,1199.0
maruti wagon r lxi minor,2009,142000,70000,petrol,individual,manual,second owner,18.9,1061.0
hyundai i10 era,2009,160000,35000,petrol,individual,manual,first owner,19.81,1086.0
tata indigo cs lx (tdi) bs iii,2012,180000,50000,diesel,individual,manual,third owner,19.09,1396.0
ford figo titanium blu,2019,700000,3177,petrol,dealer,manual,first owner,18.5,1194.0
hyundai grand i10 magna,2015,400000,39414,petrol,dealer,manual,first owner,18.9,1197.0
tata indica v2 glx bsiii,2012,200000,30078,petrol,dealer,manual,first owner,15.3,1396.0
hyundai eon magna plus option,2012,250000,44588,petrol,dealer,manual,first owner,21.1,814.0
maruti celerio zxi,2015,400000,49907,petrol,dealer,manual,first owner,21.63,998.0
maruti swift vxi,2013,371000,67082,petrol,dealer,manual,second owner,21.21,1197.0
ford ecosport 1.5 diesel titanium bsiv,2016,570000,112879,diesel,dealer,manual,second owner,23.0,1498.0
honda brio s mt,2013,300000,80000,petrol,individual,manual,second owner,19.4,1198.0
hyundai i20 1.2 asta,2017,620000,25000,petrol,individual,manual,first owner,18.6,1197.0
honda city i-vtec v,2018,949000,10200,petrol,individual,manual,first owner,17.4,1497.0
mahindra bolero 2011-2019 mhawk d70 zlx,2018,750000,60000,diesel,individual,manual,first owner,16.5,1493.0
maruti celerio vxi,2017,350000,20000,petrol,individual,manual,second owner,23.1,998.0
mahindra xuv500 w10 2wd,2017,1250000,60000,diesel,individual,manual,first owner,16.0,2179.0
renault kwid 1.0,2016,270000,30000,petrol,individual,manual,third owner,23.01,999.0
hyundai eon magna plus,2013,235000,40000,petrol,individual,manual,second owner,21.1,814.0
maruti swift vxi optional,2016,500000,60000,petrol,individual,manual,first owner,20.4,1197.0
maruti alto lxi,2012,220000,111000,petrol,individual,manual,first owner,19.7,796.0
maruti swift dzire ldix limited edition,2014,380000,70000,diesel,individual,manual,second owner,23.4,1248.0
maruti alto k10 2010-2014 vxi,2010,160000,100000,petrol,individual,manual,third owner,20.92,998.0
hyundai eon 1.0 era plus,2017,339000,25000,petrol,individual,manual,first owner,20.3,998.0
ford fiesta classic 1.6 duratec clxi,2011,229999,100000,petrol,individual,manual,first owner,15.3,1596.0
mahindra kuv 100 mfalcon d75 k2 plus,2016,400000,35000,diesel,individual,manual,first owner,25.32,1198.0
hyundai xcent 1.2 crdi e plus,2018,470000,25000,diesel,individual,manual,first owner,25.4,1186.0
maruti 800 std,2003,45000,58000,petrol,individual,manual,first owner,16.1,796.0
ford aspire titanium bsiv,2019,575000,20000,petrol,individual,manual,first owner,19.4,1194.0
datsun redigo sv 1.0,2019,325000,1300,petrol,individual,manual,first owner,22.5,999.0
maruti 800 ac,1997,50000,120000,petrol,individual,manual,second owner,16.1,796.0
maruti wagon r vxi bs iv,2014,350000,15000,petrol,individual,manual,first owner,20.51,998.0
renault kwid rxt optional,2016,300000,25000,petrol,individual,manual,first owner,25.17,799.0
nissan terrano xl 110 ps,2014,540000,150000,diesel,individual,manual,first owner,19.01,1461.0
maruti celerio zxi optional mt bsiv,2018,580000,10000,petrol,individual,manual,first owner,23.1,998.0
hyundai creta 1.6 crdi sx option,2015,1000000,70000,diesel,individual,manual,first owner,19.67,1582.0
tata zest quadrajet 1.3 75ps xm,2017,459999,80000,diesel,individual,manual,first owner,22.95,1248.0
maruti swift vdi bsiv,2015,635000,50000,diesel,individual,manual,first owner,25.2,1248.0
hyundai verna 1.6 sx,2014,650000,83000,diesel,individual,manual,third owner,22.32,1582.0
maruti swift dzire vdi,2013,525000,116000,diesel,individual,manual,second owner,23.4,1248.0
fiat grande punto evo 1.2 dynamic,2015,350000,60000,petrol,individual,manual,third owner,15.8,1172.0
maruti swift dzire zdi,2008,320000,175802,diesel,individual,manual,third owner,19.3,1248.0
toyota innova 2.5 g (diesel) 8 seater bs iv,2006,450000,192000,diesel,individual,manual,fourth & above owner,12.8,2494.0
volkswagen vento petrol trendline,2011,227000,73840,petrol,individual,manual,first owner,15.04,1598.0
mahindra bolero di dx 8 seater,2011,325000,162000,diesel,individual,manual,second owner,13.6,2523.0
datsun redigo amt 1.0 s,2018,275000,20000,petrol,individual,automatic,first owner,23.0,999.0
hyundai grand i10 magna,2013,300000,75000,petrol,individual,manual,third owner,18.9,1197.0
mahindra scorpio sle bsiii,2011,400000,320000,diesel,individual,manual,third owner,12.05,2179.0
volkswagen vento 1.5 tdi highline,2015,550000,120000,diesel,individual,manual,second owner,20.34,1498.0
skoda rapid monte carlo 1.5 tdi at bsiv,2017,900000,40000,diesel,individual,automatic,first owner,21.66,1498.0
maruti alto lxi bsiii,2010,165000,20000,petrol,individual,manual,first owner,19.7,796.0
hyundai eon magna plus,2014,210000,70000,petrol,individual,manual,first owner,21.1,814.0
renault duster 110ps diesel rxl explore,2016,650000,30000,diesel,individual,manual,first owner,19.64,1461.0
mahindra xuv500 w8 2wd,2014,680000,120000,diesel,individual,manual,first owner,15.1,2179.0
renault kwid 1.0 rxt bsiv,2019,390000,25000,petrol,individual,manual,first owner,23.01,999.0
renault kwid rxl,2016,260000,80000,petrol,individual,manual,first owner,25.17,799.0
maruti swift dzire vxi,2013,450000,67000,petrol,individual,manual,first owner,19.1,1197.0
hyundai i10 era,2008,130000,120000,petrol,individual,manual,second owner,19.81,1086.0
maruti vitara brezza zdi,2019,890000,9000,diesel,individual,manual,first owner,24.3,1248.0
toyota land cruiser prado vx l,2014,3500000,60000,diesel,individual,automatic,first owner,11.0,2982.0
honda city i dtec vx,2014,750000,80000,diesel,individual,manual,second owner,25.1,1498.0
chevrolet tavera neo ls b3 - 10 seats bsiii,2011,350000,120000,diesel,individual,manual,second owner,12.2,2499.0
honda civic zx,2019,2000000,24857,petrol,dealer,automatic,test drive car,16.5,1799.0
hyundai eon 1.0 era plus,2017,270000,26442,petrol,individual,manual,first owner,20.3,998.0
maruti ertiga bsiv vxi,2017,700000,35000,petrol,individual,manual,first owner,17.5,1373.0
maruti alto lxi,2010,130000,28000,petrol,individual,manual,second owner,19.7,796.0
maruti ertiga zdi,2015,650000,80000,diesel,individual,manual,first owner,20.77,1248.0
maruti alto lx,2005,55000,39000,petrol,individual,manual,first owner,19.7,796.0
maruti wagon r amt vxi plus,2017,475000,20000,petrol,individual,automatic,first owner,20.51,998.0
nissan sunny diesel xl,2013,325000,50000,diesel,individual,manual,first owner,21.64,1461.0
honda jazz 1.2 v at i vtec privilege,2017,615000,40000,petrol,individual,automatic,first owner,19.0,1199.0
hyundai grand i10 sportz,2015,390000,15000,petrol,individual,manual,first owner,18.9,1197.0
maruti swift amt zxi plus bsiv,2019,650000,15000,petrol,individual,automatic,first owner,22.0,1197.0
maruti swift vxi optional,2015,440000,30000,petrol,individual,manual,first owner,20.4,1197.0
honda city i dtec v,2014,600000,70000,diesel,individual,manual,first owner,26.0,1498.0
chevrolet spark 1.0 lt,2012,170000,80000,petrol,individual,manual,first owner,16.2,995.0
mahindra bolero 2011-2019 di - ac bs iii,2013,499000,80000,diesel,individual,manual,first owner,15.96,2523.0
toyota innova 2.5 vx (diesel) 7 seater,2015,1300000,120000,diesel,individual,manual,first owner,12.99,2494.0
hyundai verna 1.6 crdi s,2016,800000,80000,diesel,individual,manual,first owner,23.9,1582.0
maruti swift vxi,2020,600000,5000,petrol,individual,manual,first owner,21.21,1197.0
honda brio 1.2 e mt,2017,400000,50000,petrol,individual,manual,first owner,18.5,1198.0
maruti swift dzire vdi,2017,700000,65000,diesel,individual,manual,first owner,26.59,1248.0
maruti baleno alpha 1.3,2017,800000,35000,diesel,individual,manual,first owner,27.39,1248.0
honda jazz 1.5 v i dtec,2015,600000,90000,diesel,individual,manual,first owner,27.3,1498.0
maruti swift vdi bsiv,2016,580000,100000,diesel,individual,manual,first owner,25.2,1248.0
renault kwid rxt,2016,350000,15000,petrol,individual,manual,first owner,25.17,799.0
ford figo diesel zxi,2011,204999,147000,diesel,individual,manual,first owner,20.0,1399.0
mahindra xuv500 w10 2wd,2017,1350000,20000,diesel,individual,manual,first owner,16.0,2179.0
hyundai i20 asta 1.4 crdi (diesel),2009,310000,120000,diesel,individual,manual,second owner,23.0,1396.0
toyota innova 2.5 v diesel 7-seater,2011,700000,250000,diesel,individual,manual,second owner,12.8,2494.0
ford figo 1.5d titanium opt mt,2016,459999,69000,diesel,individual,manual,second owner,25.83,1498.0
maruti ciaz zdi plus shvs,2017,860000,80000,diesel,individual,manual,first owner,28.09,1248.0
hyundai i10 lpg,2012,275000,97000,lpg,individual,manual,third owner,19.0,1086.0
renault kwid rxt optional,2016,390000,15000,petrol,individual,manual,first owner,25.17,799.0
maruti alto lx bsiii,2005,110000,50800,petrol,dealer,manual,second owner,19.7,796.0
bmw 6 series gt 630d luxury line,2018,5830000,30000,diesel,individual,automatic,first owner,17.09,2993.0
hyundai xcent 1.1 crdi sx option,2018,665000,40142,diesel,dealer,manual,first owner,24.4,1120.0
hyundai i20 1.2 asta,2019,721000,9400,petrol,dealer,manual,first owner,18.6,1197.0
mahindra kuv 100 d75 k6 plus 5str,2016,390000,62000,diesel,dealer,manual,first owner,25.32,1198.0
mahindra thar crde,2019,975000,12584,diesel,dealer,manual,first owner,16.55,2498.0
hyundai elite i20 sportz plus dual tone bsiv,2019,685000,4300,petrol,dealer,manual,first owner,18.6,1197.0
maruti swift vxi,2019,595000,14548,petrol,dealer,manual,first owner,21.21,1197.0
ford ecosport 1.5 diesel titanium plus bsiv,2018,900000,44772,diesel,dealer,manual,second owner,23.0,1498.0
maruti ertiga zdi plus,2018,950000,48500,diesel,dealer,manual,first owner,25.47,1248.0
hyundai i20 2015-2017 magna 1.2,2017,570000,28782,petrol,dealer,manual,first owner,18.6,1197.0
hyundai i20 asta 1.2,2018,700000,28451,petrol,dealer,manual,first owner,18.6,1197.0
maruti vitara brezza zdi,2018,910000,36500,diesel,dealer,manual,first owner,24.3,1248.0
maruti swift dzire vdi optional,2018,751000,44885,diesel,dealer,manual,first owner,26.59,1248.0
tata indica vista terra 1.4 tdi,2009,135000,110000,diesel,individual,manual,second owner,17.0,1405.0
hyundai creta 1.6 sx diesel,2017,975000,41000,diesel,dealer,manual,first owner,20.5,1582.0
maruti ertiga shvs vdi,2019,925000,50000,diesel,dealer,manual,first owner,24.52,1248.0
maruti ertiga zdi,2016,725000,66000,diesel,dealer,manual,first owner,20.77,1248.0
maruti ertiga vdi,2013,550000,65000,diesel,dealer,manual,first owner,20.77,1248.0
hyundai i20 diesel asta option,2014,550000,76000,diesel,dealer,manual,first owner,22.54,1396.0
toyota innova 2.5 v diesel 7-seater,2013,750000,95000,diesel,dealer,manual,first owner,12.8,2494.0
honda city 1.5 v mt,2013,475000,55000,petrol,dealer,manual,second owner,17.0,1497.0
datsun go plus t,2017,325000,65000,petrol,dealer,manual,first owner,19.02,1198.0
maruti ertiga vdi,2017,725000,76000,diesel,dealer,manual,first owner,25.47,1248.0
maruti ertiga vxi,2018,775000,47000,petrol,dealer,manual,second owner,16.02,1373.0
maruti swift dzire vdi,2017,625000,70000,diesel,dealer,manual,first owner,23.4,1248.0
hyundai santro gls i - euro ii,2009,195000,56000,petrol,dealer,manual,second owner,19.462816502829906,1430.789693178433
maruti swift zdi,2014,470000,89000,diesel,dealer,manual,first owner,22.9,1248.0
toyota innova crysta 2.4 vx mt,2017,1750000,98000,diesel,dealer,manual,first owner,13.68,2393.0
toyota innova crysta 2.4 vx mt,2016,1650000,90000,diesel,dealer,manual,first owner,13.68,2393.0
maruti swift vdi,2013,380000,57000,diesel,individual,manual,first owner,22.9,1248.0
maruti swift dzire vdi,2017,650000,70000,diesel,individual,manual,first owner,26.59,1248.0
hyundai eon era plus,2016,275000,49200,petrol,individual,manual,first owner,21.1,814.0
honda civic 1.8 v mt,2009,220000,125000,petrol,individual,manual,second owner,13.5,1799.0
hyundai i10 era,2008,200000,60000,petrol,individual,manual,second owner,19.81,1086.0
maruti eeco 5 seater ac bsiv,2015,315000,120000,petrol,individual,manual,second owner,15.37,1196.0
maruti alto lxi,2004,90000,110000,petrol,individual,manual,third owner,19.7,796.0
maruti wagon r lxi minor,2007,120000,70000,petrol,individual,manual,second owner,18.9,1061.0
maruti wagon r lxi,2006,90000,168000,petrol,individual,manual,second owner,18.9,998.0
mahindra xuv500 w10 2wd,2018,1500000,30000,diesel,individual,manual,first owner,16.0,2179.0
hyundai grand i10 crdi sportz,2015,370000,60000,diesel,individual,manual,first owner,24.0,1120.0
maruti swift vdi bsiv,2016,595000,131111,diesel,individual,manual,first owner,25.2,1248.0
mahindra renault logan 1.5 dle diesel,2007,150000,120000,diesel,individual,manual,second owner,19.2,1461.0
maruti swift dzire vdi,2012,400000,58400,diesel,individual,manual,second owner,19.3,1248.0
maruti alto k10 vxi airbag,2016,310000,23400,petrol,individual,manual,second owner,23.95,998.0
maruti celerio vxi mt bsiv,2018,385000,50000,petrol,individual,manual,first owner,23.1,998.0
maruti swift 1.3 lxi,2005,105000,158107,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
mahindra xuv500 w8 2wd,2014,750000,90000,diesel,individual,manual,first owner,15.1,2179.0
hyundai santro sportz amt bsiv,2019,521000,3010,petrol,individual,automatic,first owner,20.3,1086.0
tata manza aqua quadrajet bs iv,2010,180000,80000,diesel,individual,manual,first owner,21.12,1248.0
ford fiesta exi 1.4 tdci ltd,2011,220000,155000,diesel,individual,manual,second owner,17.8,1399.0
maruti 800 ac,1998,40000,70000,petrol,individual,manual,second owner,16.1,796.0
hyundai grand i10 1.2 kappa magna bsiv,2018,540000,4000,petrol,individual,manual,first owner,18.9,1197.0
maruti alto lxi bsiii,2007,140000,35000,petrol,individual,manual,second owner,19.7,796.0
maruti zen vxi,2003,200000,121000,petrol,individual,manual,first owner,17.3,993.0
ford ecosport 1.5 tdci titanium bsiv,2015,650000,110000,diesel,individual,manual,second owner,22.77,1498.0
ford fiesta 1.4 sxi tdci abs,2010,229999,170000,diesel,individual,manual,second owner,17.8,1399.0
maruti swift vdi bsiii,2010,305000,175000,diesel,individual,manual,third owner,17.8,1248.0
ford fiesta 1.4 zxi tdci le,2008,200000,163000,diesel,individual,manual,first owner,17.8,1399.0
ford fiesta 1.4 zxi tdci abs,2008,200000,163000,diesel,individual,manual,first owner,17.8,1399.0
mahindra xylo d2 bs iv,2010,465000,77088,diesel,individual,manual,first owner,14.0,2489.0
nissan micra diesel xv,2011,210000,110000,diesel,individual,manual,third owner,23.08,1461.0
mahindra bolero 2011-2019 slx,2016,570000,136511,diesel,individual,manual,first owner,15.96,2523.0
maruti ertiga zxi,2015,570000,80000,petrol,individual,manual,first owner,16.02,1373.0
maruti ertiga zxi,2015,650000,60000,petrol,individual,manual,first owner,16.02,1373.0
maruti swift dzire zxi,2016,620000,36000,petrol,individual,manual,first owner,20.85,1197.0
maruti wagon r vxi bs iv,2012,250000,65000,petrol,individual,manual,second owner,18.9,998.0
bmw x1 sdrive20d,2011,1000000,50000,diesel,individual,automatic,first owner,17.05,1995.0
maruti wagon r duo lxi,2012,300000,60000,lpg,individual,manual,first owner,26.2,998.0
fiat grande punto 1.3 emotion (diesel),2013,300000,82500,diesel,individual,manual,first owner,20.3,1248.0
ford ecosport 1.5 diesel titanium bsiv,2018,810000,30000,diesel,individual,manual,second owner,23.0,1498.0
chevrolet cruze ltz,2011,270000,100000,diesel,individual,manual,third owner,18.3,1991.0
maruti swift dzire ldi optional,2015,470000,70000,diesel,individual,manual,second owner,26.59,1248.0
tata zest quadrajet 1.3 xt,2017,400000,85000,diesel,individual,manual,first owner,20.65,1248.0
maruti wagon r stingray vxi,2014,300000,60000,petrol,individual,manual,second owner,20.51,998.0
maruti alto 800 base,2015,170000,20000,petrol,individual,manual,third owner,22.74,796.0
renault duster 110ps diesel rxz optional with nav,2014,455999,80000,diesel,individual,manual,first owner,19.01,1461.0
mahindra xylo d2,2009,121000,100000,diesel,individual,manual,second owner,13.0,2489.0
hyundai santro ls zipplus,2002,35000,75000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti swift 1.3 lxi,2005,85000,100000,petrol,individual,manual,first owner,19.462816502829906,1430.789693178433
maruti vitara brezza vdi option,2016,650000,80000,diesel,individual,manual,second owner,24.3,1248.0
tata bolt revotron xe,2017,350000,35000,petrol,individual,manual,first owner,17.57,1193.0
chevrolet beat diesel,2013,125000,139000,diesel,individual,manual,first owner,25.44,936.0
maruti alto ax,2005,80000,90000,petrol,individual,automatic,second owner,19.7,796.0
maruti omni e 8 str std,2009,120000,120000,petrol,individual,manual,first owner,19.462816502829906,1430.789693178433
honda city 2017-2020 gxi,2008,250000,100000,petrol,individual,manual,first owner,17.7,1497.0
volkswagen vento diesel trendline,2011,225000,90000,diesel,individual,manual,first owner,20.54,1598.0
mahindra bolero slx,2007,215000,105000,diesel,individual,manual,second owner,13.6,2523.0
hyundai xcent 1.2 crdi e plus,2017,450000,40000,diesel,individual,manual,second owner,25.4,1186.0
hyundai xcent 1.2 vtvt s,2017,509999,90000,petrol,individual,manual,first owner,20.14,1197.0
maruti alto 800 lxi,2015,245000,36710,petrol,individual,manual,second owner,22.74,796.0
