name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,car_age,km_per_year,price_per_km,brand,is_luxury,engine_category,mileage_category,is_first_owner,age_x_km,brand_avg_price
maruti ciaz zdi plus shvs,2017,860000,80000,diesel,individual,manual,first owner,28.09,1248.0,9,8000.0,10.749865626679666,maruti,0,medium,very_high,1,720000,387911.1913123845
hyundai i10 lpg,2012,275000,97000,lpg,individual,manual,third owner,19.0,1086.0,14,6466.666666666667,2.8350223193575323,hyundai,0,medium,medium,0,1358000,450973.4849921011
renault kwid rxt optional,2016,390000,15000,petrol,individual,manual,first owner,25.17,799.0,10,1363.6363636363637,25.998266782214518,renault,0,small,very_high,1,150000,449694.1359223301
maruti alto lx bsiii,2005,110000,50800,petrol,dealer,manual,second owner,19.7,796.0,21,2309.090909090909,2.165311706462471,maruti,0,small,medium,0,1066800,387911.1913123845
bmw 6 series gt 630d luxury line,2018,5830000,30000,diesel,individual,automatic,first owner,17.09,2993.0,8,3333.3333333333335,194.32685577147427,bmw,1,premium,medium,1,240000,2770638.2978723403
hyundai xcent 1.1 crdi sx option,2018,665000,40142,diesel,dealer,manual,first owner,24.4,1120.0,8,4460.222222222223,16.565777345988092,hyundai,0,medium,high,1,321136,450973.4849921011
hyundai i20 1.2 asta,2019,721000,9400,petrol,dealer,manual,first owner,18.6,1197.0,7,1175.0,76.6939687267312,hyundai,0,medium,medium,1,65800,450973.4849921011
mahindra kuv 100 d75 k6 plus 5str,2016,390000,62000,diesel,dealer,manual,first owner,25.32,1198.0,10,5636.363636363636,6.2902211254657185,mahindra,0,medium,very_high,1,620000,616710.4889196676
mahindra thar crde,2019,975000,12584,diesel,dealer,manual,first owner,16.55,2498.0,7,1573.0,77.47318235995232,mahindra,0,premium,medium,1,88088,616710.4889196676
hyundai elite i20 sportz plus dual tone bsiv,2019,685000,4300,petrol,dealer,manual,first owner,18.6,1197.0,7,537.5,159.26528714252498,hyundai,0,medium,medium,1,30100,450973.4849921011
maruti swift vxi,2019,595000,14548,petrol,dealer,manual,first owner,21.21,1197.0,7,1818.5,40.89628153137673,maruti,0,medium,high,1,101836,387911.1913123845
ford ecosport 1.5 diesel titanium plus bsiv,2018,900000,44772,diesel,dealer,manual,second owner,23.0,1498.0,8,4974.666666666667,20.10140039756103,ford,0,medium,high,0,358176,504376.6925207756
maruti ertiga zdi plus,2018,950000,48500,diesel,dealer,manual,first owner,25.47,1248.0,8,5388.888888888889,19.587225005669985,maruti,0,medium,very_high,1,388000,387911.1913123845
hyundai i20 2015-2017 magna 1.2,2017,570000,28782,petrol,dealer,manual,first owner,18.6,1197.0,9,2878.2,19.803356147726088,hyundai,0,medium,medium,1,259038,450973.4849921011
hyundai i20 asta 1.2,2018,700000,28451,petrol,dealer,manual,first owner,18.6,1197.0,8,3161.222222222222,24.602839870659356,hyundai,0,medium,medium,1,227608,450973.4849921011
maruti vitara brezza zdi,2018,910000,36500,diesel,dealer,manual,first owner,24.3,1248.0,8,4055.5555555555557,24.930823813046217,maruti,0,medium,high,1,292000,387911.1913123845
maruti swift dzire vdi optional,2018,751000,44885,diesel,dealer,manual,first owner,26.59,1248.0,8,4987.222222222223,16.731274785010918,maruti,0,medium,very_high,1,359080,387911.1913123845
tata indica vista terra 1.4 tdi,2009,135000,110000,diesel,individual,manual,second owner,17.0,1405.0,17,6111.111111111111,1.2272615703493606,tata,0,medium,medium,0,1870000,344393.97836166923
hyundai creta 1.6 sx diesel,2017,975000,41000,diesel,dealer,manual,first owner,20.5,1582.0,9,4100.0,23.779907807126655,hyundai,0,large,high,1,369000,450973.4849921011
maruti ertiga shvs vdi,2019,925000,50000,diesel,dealer,manual,first owner,24.52,1248.0,7,6250.0,18.49963000739985,maruti,0,medium,high,1,350000,387911.1913123845
maruti ertiga zdi,2016,725000,66000,diesel,dealer,manual,first owner,20.77,1248.0,10,6000.0,10.984682050271966,maruti,0,medium,high,1,660000,387911.1913123845
maruti ertiga vdi,2013,550000,65000,diesel,dealer,manual,first owner,20.77,1248.0,13,4642.857142857143,8.46140828602637,maruti,0,medium,high,1,845000,387911.1913123845
hyundai i20 diesel asta option,2014,550000,76000,diesel,dealer,manual,first owner,22.54,1396.0,12,5846.153846153846,7.236746884909409,hyundai,0,medium,high,1,912000,450973.4849921011
toyota innova 2.5 v diesel 7-seater,2013,750000,95000,diesel,dealer,manual,first owner,12.8,2494.0,13,6785.714285714285,7.894653740486942,toyota,0,premium,low,1,1235000,889490.1344537815
honda city 1.5 v mt,2013,475000,55000,petrol,dealer,manual,second owner,17.0,1497.0,13,3928.5714285714284,8.636206614425193,honda,0,medium,medium,0,715000,573563.908839779
datsun go plus t,2017,325000,65000,petrol,dealer,manual,first owner,19.02,1198.0,9,6500.0,4.999923078106491,datsun,0,medium,medium,1,585000,316017.49122807017
maruti ertiga vdi,2017,725000,76000,diesel,dealer,manual,first owner,25.47,1248.0,9,7600.0,9.539348166471493,maruti,0,medium,very_high,1,684000,387911.1913123845
maruti ertiga vxi,2018,775000,47000,petrol,dealer,manual,second owner,16.02,1373.0,8,5222.222222222223,16.489010872109105,maruti,0,medium,medium,0,376000,387911.1913123845
maruti swift dzire vdi,2017,625000,70000,diesel,dealer,manual,first owner,23.4,1248.0,9,7000.0,8.928443879373152,maruti,0,medium,high,1,630000,387911.1913123845
hyundai santro gls i - euro ii,2009,195000,56000,petrol,dealer,manual,second owner,19.462816502829902,1430.789693178433,17,3111.1111111111113,3.4820806771307655,hyundai,0,medium,medium,0,952000,450973.4849921011
maruti swift zdi,2014,470000,89000,diesel,dealer,manual,first owner,22.9,1248.0,12,6846.153846153846,5.280839541128751,maruti,0,medium,high,1,1068000,387911.1913123845
toyota innova crysta 2.4 vx mt,2017,1750000,98000,diesel,dealer,manual,first owner,13.68,2393.0,9,9800.0,17.85696064325874,toyota,0,premium,low,1,882000,889490.1344537815
toyota innova crysta 2.4 vx mt,2016,1650000,90000,diesel,dealer,manual,first owner,13.68,2393.0,10,8181.818181818182,18.33312963189298,toyota,0,premium,low,1,900000,889490.1344537815
maruti swift vdi,2013,380000,57000,diesel,individual,manual,first owner,22.9,1248.0,13,4071.4285714285716,6.666549709654217,maruti,0,medium,high,1,741000,387911.1913123845
maruti swift dzire vdi,2017,650000,70000,diesel,individual,manual,first owner,26.59,1248.0,9,7000.0,9.285581634548079,maruti,0,medium,very_high,1,630000,387911.1913123845
hyundai eon era plus,2016,275000,49200,petrol,individual,manual,first owner,21.1,814.0,10,4472.727272727273,5.589317290298978,hyundai,0,small,high,1,492000,450973.4849921011
honda civic 1.8 v mt,2009,220000,125000,petrol,individual,manual,second owner,13.5,1799.0,17,6944.444444444444,1.759985920112639,honda,0,large,low,0,2125000,573563.908839779
hyundai i10 era,2008,200000,60000,petrol,individual,manual,second owner,19.81,1086.0,18,3157.8947368421054,3.3332777787036885,hyundai,0,medium,medium,0,1080000,450973.4849921011
maruti eeco 5 seater ac bsiv,2015,315000,120000,petrol,individual,manual,second owner,15.37,1196.0,11,10000.0,2.6249781251822903,maruti,0,medium,medium,0,1320000,387911.1913123845
maruti alto lxi,2004,90000,110000,petrol,individual,manual,third owner,19.7,796.0,22,4782.608695652174,0.818174380232907,maruti,0,small,medium,0,2420000,387911.1913123845
maruti wagon r lxi minor,2007,120000,70000,petrol,individual,manual,second owner,18.9,1061.0,19,3500.0,1.7142612248396452,maruti,0,medium,medium,0,1330000,387911.1913123845
maruti wagon r lxi,2006,90000,168000,petrol,individual,manual,second owner,18.9,998.0,20,8000.0,0.5357110969577562,maruti,0,small,medium,0,3360000,387911.1913123845
mahindra xuv500 w10 2wd,2018,1500000,30000,diesel,individual,manual,first owner,16.0,2179.0,8,3333.3333333333335,49.99833338888704,mahindra,0,premium,medium,1,240000,616710.4889196676
hyundai grand i10 crdi sportz,2015,370000,60000,diesel,individual,manual,first owner,24.0,1120.0,11,5000.0,6.166563890601823,hyundai,0,medium,high,1,660000,450973.4849921011
maruti swift vdi bsiv,2016,595000,131111,diesel,individual,manual,first owner,25.2,1248.0,10,11919.181818181818,4.538104826407957,maruti,0,medium,very_high,1,1311110,387911.1913123845
mahindra renault logan 1.5 dle diesel,2007,150000,120000,diesel,individual,manual,second owner,19.2,1461.0,19,6000.0,1.2499895834201382,mahindra,0,medium,medium,0,2280000,616710.4889196676
maruti swift dzire vdi,2012,400000,58400,diesel,individual,manual,second owner,19.3,1248.0,14,3893.3333333333335,6.849197787709114,maruti,0,medium,medium,0,817600,387911.1913123845
maruti alto k10 vxi airbag,2016,310000,23400,petrol,individual,manual,second owner,23.95,998.0,10,2127.2727272727275,13.247297124054528,maruti,0,small,high,0,234000,387911.1913123845
maruti celerio vxi mt bsiv,2018,385000,50000,petrol,individual,manual,first owner,23.1,998.0,8,5555.555555555556,7.699846003079938,maruti,0,small,high,1,400000,387911.1913123845
maruti swift 1.3 lxi,2005,105000,158107,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,21,7186.681818181818,0.6641030181900979,maruti,0,medium,medium,0,3320247,387911.1913123845
mahindra xuv500 w8 2wd,2014,750000,90000,diesel,individual,manual,first owner,15.1,2179.0,12,6923.076923076923,8.333240741769536,mahindra,0,premium,medium,1,1080000,616710.4889196676
hyundai santro sportz amt bsiv,2019,521000,3010,petrol,individual,automatic,first owner,20.3,1086.0,7,376.25,173.03221521089338,hyundai,0,medium,high,1,21070,450973.4849921011
tata manza aqua quadrajet bs iv,2010,180000,80000,diesel,individual,manual,first owner,21.12,1248.0,16,4705.882352941177,2.2499718753515583,tata,0,medium,high,1,1280000,344393.97836166923
ford fiesta exi 1.4 tdci ltd,2011,220000,155000,diesel,individual,manual,second owner,17.8,1399.0,15,9687.5,1.4193456816407637,ford,0,medium,medium,0,2325000,504376.6925207756
maruti 800 ac,1998,40000,70000,petrol,individual,manual,second owner,16.1,796.0,28,2413.793103448276,0.5714204082798817,maruti,0,small,medium,0,1960000,387911.1913123845
hyundai grand i10 1.2 kappa magna bsiv,2018,540000,4000,petrol,individual,manual,first owner,18.9,1197.0,8,444.44444444444446,134.96625843539115,hyundai,0,medium,medium,1,32000,450973.4849921011
maruti alto lxi bsiii,2007,140000,35000,petrol,individual,manual,second owner,19.7,796.0,19,1750.0,3.999885717550927,maruti,0,small,medium,0,665000,387911.1913123845
maruti zen vxi,2003,200000,121000,petrol,individual,manual,first owner,17.3,993.0,23,5041.666666666667,1.6528789018272576,maruti,0,small,medium,1,2783000,387911.1913123845
ford ecosport 1.5 tdci titanium bsiv,2015,650000,110000,diesel,individual,manual,second owner,22.77,1498.0,11,9166.666666666666,5.909037190570995,ford,0,medium,high,0,1210000,504376.6925207756
ford fiesta 1.4 sxi tdci abs,2010,229999,170000,diesel,individual,manual,second owner,17.8,1399.0,16,10000.0,1.3529273357215545,ford,0,medium,medium,0,2720000,504376.6925207756
maruti swift vdi bsiii,2010,305000,175000,diesel,individual,manual,third owner,17.8,1248.0,16,10294.117647058823,1.7428471837303787,maruti,0,medium,medium,0,2800000,387911.1913123845
ford fiesta 1.4 zxi tdci le,2008,200000,163000,diesel,individual,manual,first owner,17.8,1399.0,18,8578.947368421053,1.226986337507132,ford,0,medium,medium,1,2934000,504376.6925207756
ford fiesta 1.4 zxi tdci abs,2008,200000,163000,diesel,individual,manual,first owner,17.8,1399.0,18,8578.947368421053,1.226986337507132,ford,0,medium,medium,1,2934000,504376.6925207756
mahindra xylo d2 bs iv,2010,465000,77088,diesel,individual,manual,first owner,14.0,2489.0,16,4534.588235294118,6.031988999727588,mahindra,0,premium,low,1,1233408,616710.4889196676
nissan micra diesel xv,2011,210000,110000,diesel,individual,manual,third owner,23.08,1461.0,15,6875.0,1.909073553876783,nissan,0,medium,high,0,1650000,456616.38356164383
mahindra bolero 2011-2019 slx,2016,570000,136511,diesel,individual,manual,first owner,15.96,2523.0,10,12410.09090909091,4.175457102672293,mahindra,0,premium,medium,1,1365110,616710.4889196676
maruti ertiga zxi,2015,570000,80000,petrol,individual,manual,first owner,16.02,1373.0,11,6666.666666666667,7.124910938613267,maruti,0,medium,medium,1,880000,387911.1913123845
maruti ertiga zxi,2015,650000,60000,petrol,individual,manual,first owner,16.02,1373.0,11,5000.0,10.833152780786987,maruti,0,medium,medium,1,660000,387911.1913123845
maruti swift dzire zxi,2016,620000,36000,petrol,individual,manual,first owner,20.85,1197.0,10,3272.7272727272725,17.221743840448877,maruti,0,medium,high,1,360000,387911.1913123845
maruti wagon r vxi bs iv,2012,250000,65000,petrol,individual,manual,second owner,18.9,998.0,14,4333.333333333333,3.8460946754665315,maruti,0,small,medium,0,910000,387911.1913123845
bmw x1 sdrive20d,2011,1000000,50000,diesel,individual,automatic,first owner,17.05,1995.0,15,3125.0,19.99960000799984,bmw,1,large,medium,1,750000,2770638.2978723403
maruti wagon r duo lxi,2012,300000,60000,lpg,individual,manual,first owner,26.2,998.0,14,4000.0,4.9999166680555325,maruti,0,small,very_high,1,840000,387911.1913123845
fiat grande punto 1.3 emotion (diesel),2013,300000,82500,diesel,individual,manual,first owner,20.3,1248.0,13,5892.857142857143,3.636319559762912,fiat,0,medium,high,1,1072500,295340.86363636365
ford ecosport 1.5 diesel titanium bsiv,2018,810000,30000,diesel,individual,manual,second owner,23.0,1498.0,8,3333.3333333333335,26.999100029999,ford,0,medium,high,0,240000,504376.6925207756
chevrolet cruze ltz,2011,270000,100000,diesel,individual,manual,third owner,18.3,1991.0,15,6250.0,2.6999730002699973,chevrolet,0,large,medium,0,1500000,268349.6296296296
maruti swift dzire ldi optional,2015,470000,70000,diesel,individual,manual,second owner,26.59,1248.0,11,5833.333333333333,6.71418979728861,maruti,0,medium,very_high,0,770000,387911.1913123845
tata zest quadrajet 1.3 xt,2017,400000,85000,diesel,individual,manual,first owner,20.65,1248.0,9,8500.0,4.705826990270703,tata,0,medium,high,1,765000,344393.97836166923
maruti wagon r stingray vxi,2014,300000,60000,petrol,individual,manual,second owner,20.51,998.0,12,4615.384615384615,4.9999166680555325,maruti,0,small,high,0,720000,387911.1913123845
maruti alto 800 base,2015,170000,20000,petrol,individual,manual,third owner,22.74,796.0,11,1666.6666666666667,8.499575021248937,maruti,0,small,high,0,220000,387911.1913123845
renault duster 110ps diesel rxz optional with nav,2014,455999,80000,diesel,individual,manual,first owner,19.01,1461.0,12,6153.846153846154,5.6999162510468615,renault,0,medium,medium,1,960000,449694.1359223301
mahindra xylo d2,2009,121000,100000,diesel,individual,manual,second owner,13.0,2489.0,17,5555.555555555556,1.2099879001209988,mahindra,0,premium,low,0,1700000,616710.4889196676
hyundai santro ls zipplus,2002,35000,75000,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,24,3000.0,0.4666604445274063,hyundai,0,medium,medium,0,1800000,450973.4849921011
maruti swift 1.3 lxi,2005,85000,100000,petrol,individual,manual,first owner,19.462816502829902,1430.789693178433,21,4545.454545454545,0.8499915000849991,maruti,0,medium,medium,1,2100000,387911.1913123845
maruti vitara brezza vdi option,2016,650000,80000,diesel,individual,manual,second owner,24.3,1248.0,10,7272.727272727273,8.124898438769515,maruti,0,medium,high,0,800000,387911.1913123845
tata bolt revotron xe,2017,350000,35000,petrol,individual,manual,first owner,17.57,1193.0,9,3500.0,9.999714293877318,tata,0,medium,medium,1,315000,344393.97836166923
chevrolet beat diesel,2013,125000,139000,diesel,individual,manual,first owner,25.44,936.0,13,9928.57142857143,0.8992741059416839,chevrolet,0,small,very_high,1,1807000,268349.6296296296
maruti alto ax,2005,80000,90000,petrol,individual,automatic,second owner,19.7,796.0,21,4090.909090909091,0.8888790124554171,maruti,0,small,medium,0,1890000,387911.1913123845
maruti omni e 8 str std,2009,120000,120000,petrol,individual,manual,first owner,19.462816502829902,1430.789693178433,17,6666.666666666667,0.9999916667361105,maruti,0,medium,medium,1,2040000,387911.1913123845
honda city 2017-2020 gxi,2008,250000,100000,petrol,individual,manual,first owner,17.7,1497.0,18,5263.1578947368425,2.4999750002499974,honda,0,medium,medium,1,1800000,573563.908839779
volkswagen vento diesel trendline,2011,225000,90000,diesel,individual,manual,first owner,20.54,1598.0,15,5625.0,2.499972222530861,volkswagen,0,large,high,1,1350000,489574.6954022989
mahindra bolero slx,2007,215000,105000,diesel,individual,manual,second owner,13.6,2523.0,19,5250.0,2.047599546670984,mahindra,0,premium,low,0,1995000,616710.4889196676
hyundai xcent 1.2 crdi e plus,2017,450000,40000,diesel,individual,manual,second owner,25.4,1186.0,9,4000.0,11.249718757031074,hyundai,0,medium,very_high,0,360000,450973.4849921011
hyundai xcent 1.2 vtvt s,2017,509999,90000,petrol,individual,manual,first owner,20.14,1197.0,9,9000.0,5.666592593415629,hyundai,0,medium,high,1,810000,450973.4849921011
maruti alto 800 lxi,2015,245000,36710,petrol,individual,manual,second owner,22.74,796.0,11,3059.1666666666665,6.673749012557544,maruti,0,small,high,0,403810,387911.1913123845
maruti sx4 s cross 2015-2017 ddis 200 alpha,2016,620000,28180,diesel,dealer,manual,first owner,23.65,1248.0,10,2561.818181818182,22.00063872822114,maruti,0,medium,high,1,281800,387911.1913123845
tata harrier xz bsiv,2019,1700000,15000,diesel,individual,manual,first owner,17.0,1956.0,7,1875.0,113.32577828144791,tata,0,large,medium,1,105000,344393.97836166923
datsun go plus t vdc,2019,590000,4000,petrol,individual,manual,first owner,19.72,1198.0,7,500.0,147.4631342164459,datsun,0,medium,medium,1,28000,316017.49122807017
maruti ritz vdi,2014,370000,30000,diesel,individual,manual,first owner,23.2,1248.0,12,2307.6923076923076,12.33292223592547,maruti,0,medium,high,1,360000,387911.1913123845
maruti swift vxi,2013,350000,15000,petrol,individual,manual,first owner,18.6,1197.0,13,1071.4285714285713,23.33177788147457,maruti,0,medium,medium,1,195000,387911.1913123845
maruti baleno alpha 1.2,2017,580000,20000,petrol,individual,manual,first owner,21.4,1197.0,9,2000.0,28.998550072496375,maruti,0,medium,high,1,180000,387911.1913123845
hyundai grand i10 1.2 kappa sportz bsiv,2018,450000,56000,petrol,individual,manual,first owner,18.9,1197.0,8,6222.222222222223,8.035570793378689,hyundai,0,medium,medium,1,448000,450973.4849921011
hyundai i20 active 1.2 s,2017,600000,19000,petrol,individual,manual,first owner,17.19,1197.0,9,1900.0,31.57728540603126,hyundai,0,medium,medium,1,171000,450973.4849921011
ford endeavour 2.2 titanium at 4x2,2016,2400000,30000,diesel,individual,automatic,first owner,12.62,2198.0,10,2727.2727272727275,79.99733342221926,ford,0,premium,low,1,300000,504376.6925207756
hyundai i20 1.2 magna executive,2017,450000,70000,petrol,individual,manual,first owner,18.6,1197.0,9,7000.0,6.428479593148669,hyundai,0,medium,medium,1,630000,450973.4849921011
tata indigo cs lx (tdi) bs iii,2009,150000,30000,diesel,individual,manual,first owner,19.09,1396.0,17,1666.6666666666667,4.9998333388887035,tata,0,medium,medium,1,510000,344393.97836166923
maruti eeco 5 seater ac bsiv,2019,400000,15000,petrol,individual,manual,first owner,15.37,1196.0,7,1875.0,26.664889007399506,maruti,0,medium,medium,1,105000,387911.1913123845
maruti alto 800 lxi,2013,185000,85000,petrol,individual,manual,first owner,22.74,796.0,13,6071.428571428572,2.1764449830002,maruti,0,small,high,1,1105000,387911.1913123845
maruti swift amt vxi,2018,625000,50000,petrol,individual,automatic,first owner,22.0,1197.0,8,5555.555555555556,12.4997500049999,maruti,0,medium,high,1,400000,387911.1913123845
hyundai i20 active sx petrol,2019,700000,20000,petrol,individual,manual,first owner,17.19,1197.0,7,2500.0,34.99825008749563,hyundai,0,medium,medium,1,140000,450973.4849921011
maruti wagon r vxi optional,2017,390000,25000,petrol,individual,manual,first owner,20.51,998.0,9,2500.0,15.599376024959001,maruti,0,small,high,1,225000,387911.1913123845
tata nexon 1.2 revotron xm,2018,625000,25000,petrol,individual,manual,first owner,17.0,1198.0,8,2777.777777777778,24.9990000399984,tata,0,medium,medium,1,200000,344393.97836166923
maruti swift dzire vxi,2014,400000,50000,petrol,individual,manual,first owner,19.1,1197.0,12,3846.153846153846,7.999840003199936,maruti,0,medium,medium,1,600000,387911.1913123845
hyundai i20 1.4 crdi asta,2011,380000,150000,diesel,individual,manual,fourth & above owner,23.0,1396.0,15,9375.0,2.533316444557036,hyundai,0,medium,high,0,2250000,450973.4849921011
toyota corolla altis 1.8 vl at,2009,400000,90000,petrol,individual,automatic,first owner,14.53,1794.0,17,5000.0,4.444395062277086,toyota,0,large,low,1,1530000,889490.1344537815
tata zest revotron 1.2t xms,2019,620000,100000,petrol,individual,manual,first owner,17.57,1193.0,7,12500.0,6.199938000619994,tata,0,medium,medium,1,700000,344393.97836166923
ford fiesta classic 1.4 sxi duratorq,2008,190000,180000,diesel,individual,manual,second owner,17.8,1399.0,18,9473.684210526315,1.0555496913906033,ford,0,medium,medium,0,3240000,504376.6925207756
maruti alto 800 lxi,2013,210000,50000,petrol,individual,manual,second owner,22.74,796.0,13,3571.4285714285716,4.199916001679966,maruti,0,small,high,0,650000,387911.1913123845
maruti ritz vdi,2012,270000,80000,diesel,individual,manual,third owner,23.2,1248.0,14,5333.333333333333,3.374957813027337,maruti,0,medium,high,0,1120000,387911.1913123845
maruti zen std,1999,45000,100000,petrol,individual,manual,third owner,17.3,993.0,27,3571.4285714285716,0.44999550004499955,maruti,0,small,medium,0,2700000,387911.1913123845
hyundai eon d lite plus,2014,220000,93000,petrol,individual,manual,second owner,21.1,814.0,12,7153.846153846154,2.3655659616563263,hyundai,0,small,high,0,1116000,450973.4849921011
mahindra bolero 2011-2019 di - ac bs iii,2014,550000,11500,diesel,individual,manual,first owner,15.96,2523.0,12,884.6153846153846,47.82192852795409,mahindra,0,premium,medium,1,138000,616710.4889196676
hyundai i20 asta 1.2,2013,370000,120000,petrol,individual,manual,first owner,18.5,1197.0,13,8571.42857142857,3.0833076391030074,hyundai,0,medium,medium,1,1560000,450973.4849921011
hyundai santro xing xg at erlx euro ii,2006,95000,100000,petrol,individual,automatic,second owner,19.462816502829902,1430.789693178433,20,4761.9047619047615,0.9499905000949991,hyundai,0,medium,medium,0,2000000,450973.4849921011
mahindra xylo d2 maxx,2015,650000,50000,diesel,individual,manual,first owner,14.95,2489.0,11,4166.666666666667,12.999740005199897,mahindra,0,premium,low,1,550000,616710.4889196676
honda city v mt,2012,550000,120000,petrol,individual,manual,first owner,16.8,1497.0,14,8000.0,4.5832951392071735,honda,0,medium,medium,1,1680000,573563.908839779
ford fiesta 1.4 sxi tdci abs,2010,225000,100000,diesel,individual,manual,second owner,17.8,1399.0,16,5882.35294117647,2.2499775002249978,ford,0,medium,medium,0,1600000,504376.6925207756
maruti 800 std,2004,40000,57000,petrol,individual,manual,second owner,16.1,796.0,22,2478.2608695652175,0.7017420747004438,maruti,0,small,medium,0,1254000,387911.1913123845
hyundai eon era plus,2016,280000,60000,petrol,individual,manual,first owner,21.1,814.0,10,5454.545454545455,4.666588890185164,hyundai,0,small,high,1,600000,450973.4849921011
ford figo aspire 1.5 ti-vct titanium,2017,570000,44077,petrol,dealer,automatic,first owner,17.01,1499.0,9,4407.7,12.931621216933618,ford,0,medium,medium,1,396693,504376.6925207756
maruti alto 800 lxi,2017,290000,90000,petrol,individual,manual,second owner,24.7,796.0,9,9000.0,3.222186420150887,maruti,0,small,high,0,810000,387911.1913123845
hyundai i20 active 1.4 s,2018,720000,50000,diesel,individual,manual,second owner,21.19,1396.0,8,5555.555555555556,14.399712005759884,hyundai,0,medium,high,0,400000,450973.4849921011
ford ecosport 1.5 tdci trend plus bsiv,2017,800000,60000,diesel,individual,manual,first owner,22.77,1498.0,9,6000.0,13.333111114814754,ford,0,medium,high,1,540000,504376.6925207756
hyundai i10 era,2012,265000,20000,petrol,individual,manual,third owner,19.81,1086.0,14,1333.3333333333333,13.249337533123343,hyundai,0,medium,medium,0,280000,450973.4849921011
maruti alto lx bsiii,2010,135000,90000,petrol,individual,manual,third owner,19.7,796.0,16,5294.117647058823,1.4999833335185164,maruti,0,small,medium,0,1440000,387911.1913123845
ford figo 1.5d ambiente mt,2016,350000,70000,diesel,individual,manual,second owner,25.83,1498.0,10,6363.636363636364,4.999928572448965,ford,0,medium,very_high,0,700000,504376.6925207756
maruti swift 1.3 vxi,2008,200000,80000,petrol,individual,manual,second owner,19.462816502829902,1430.789693178433,18,4210.526315789473,2.4999687503906203,maruti,0,medium,medium,0,1440000,387911.1913123845
chevrolet enjoy 1.3 tcdi ls 8,2016,490000,80000,diesel,individual,manual,first owner,18.2,1248.0,10,7272.727272727273,6.124923438457019,chevrolet,0,medium,medium,1,800000,268349.6296296296
hyundai verna 1.6 sx,2012,450000,72000,diesel,individual,manual,second owner,22.32,1582.0,14,4800.0,6.24991319565006,hyundai,0,large,high,0,1008000,450973.4849921011
mahindra scorpio 1.99 s8,2016,950000,50000,diesel,individual,manual,first owner,15.4,1997.0,10,4545.454545454545,18.999620007599848,mahindra,0,large,medium,1,500000,616710.4889196676
maruti swift dzire zxi,2012,355000,90000,petrol,individual,manual,second owner,17.5,1298.0,14,6000.0,3.9444006177709134,maruti,0,medium,medium,0,1260000,387911.1913123845
hyundai elite i20 petrol asta,2019,700000,17000,petrol,individual,manual,first owner,18.6,1197.0,7,2125.0,41.17404858537733,hyundai,0,medium,medium,1,119000,450973.4849921011
mahindra scorpio vlx 2wd bsiii,2012,459999,70000,diesel,individual,manual,first owner,12.05,2179.0,14,4666.666666666667,6.571320409708433,mahindra,0,premium,low,1,980000,616710.4889196676
volkswagen polo diesel highline 1.2l,2012,350000,74000,diesel,individual,manual,second owner,22.07,1199.0,14,4933.333333333333,4.72966581532682,volkswagen,0,medium,high,0,1036000,489574.6954022989
maruti alto lx bsiii,2006,85000,60000,petrol,individual,manual,second owner,19.7,796.0,20,2857.1428571428573,1.4166430559490675,maruti,0,small,medium,0,1200000,387911.1913123845
maruti alto 800 lx,2016,290000,15000,petrol,individual,manual,first owner,22.74,796.0,10,1363.6363636363637,19.33204453036464,maruti,0,small,high,1,150000,387911.1913123845
honda wr-v i-dtec vx,2019,1000000,72000,diesel,individual,manual,first owner,25.5,1498.0,7,9000.0,13.888695990333467,honda,0,medium,very_high,1,504000,573563.908839779
tata indica v2 lsi,2008,85000,25000,petrol,individual,manual,second owner,16.84,1193.0,18,1315.7894736842106,3.3998640054397824,tata,0,medium,medium,0,450000,344393.97836166923
maruti alto lxi,2003,65000,114000,petrol,individual,manual,first owner,19.7,796.0,23,4750.0,0.5701704371014289,maruti,0,small,medium,1,2622000,387911.1913123845
honda city 1.5 exi,2005,75000,120000,petrol,individual,manual,first owner,13.0,1493.0,21,5454.545454545455,0.6249947917100691,honda,0,medium,low,1,2520000,573563.908839779
skoda octavia ambiente 1.9 tdi mt,2003,100000,250000,diesel,individual,manual,second owner,18.7,1896.0,23,10416.666666666666,0.39999840000639997,skoda,0,large,medium,0,5750000,591442.8142857143
tata indica vista terra 1.4 tdi,2009,170000,55768,diesel,individual,manual,first owner,17.0,1405.0,17,3098.222222222222,3.048288475676451,tata,0,medium,medium,1,948056,344393.97836166923
hyundai grand i10 1.2 kappa magna at,2017,525000,40000,petrol,individual,automatic,first owner,18.9,1197.0,9,4000.0,13.12467188320292,hyundai,0,medium,medium,1,360000,450973.4849921011
maruti wagon r lxi,2020,265000,70000,petrol,individual,manual,second owner,21.79,998.0,6,10000.0,3.7856602048542163,maruti,0,small,high,0,420000,387911.1913123845
tata tigor 1.2 revotron xz,2018,459999,50000,petrol,individual,manual,first owner,20.3,1199.0,8,5555.555555555556,9.199796004079918,tata,0,medium,high,1,400000,344393.97836166923
maruti alto k10 vxi,2017,250000,20000,petrol,individual,manual,first owner,23.95,998.0,9,2000.0,12.499375031248437,maruti,0,small,high,1,180000,387911.1913123845
